Дата         | Страна               | Цена за баррель
-------------------------------------------------------
01.02.2006   | Algeria              | 60.77
01.02.2006   | Angola               | 60.77
01.02.2006   | Congo                | 60.77
01.02.2006   | Equatorial Guinea    | 60.77
01.02.2006   | Gabon                | 60.77
01.02.2006   | IR Iran              | 60.77
01.02.2006   | Iraq                 | 60.77
01.02.2006   | Kuwait               | 60.77
01.02.2006   | Libya                | 60.77
01.02.2006   | Nigeria              | 60.77
01.02.2006   | United Arab Emirates | 60.77
01.02.2006   | Venezuela            | 60.77
01.02.2007   | Algeria              | 53.49
01.02.2007   | Angola               | 53.49
01.02.2007   | Congo                | 53.49
01.02.2007   | Equatorial Guinea    | 53.49
01.02.2007   | Gabon                | 53.49
01.02.2007   | IR Iran              | 53.49
01.02.2007   | Iraq                 | 53.49
01.02.2007   | Kuwait               | 53.49
01.02.2007   | Libya                | 53.49
01.02.2007   | Nigeria              | 53.49
01.02.2007   | United Arab Emirates | 53.49
01.02.2007   | Venezuela            | 53.49
01.02.2008   | Algeria              | 87.5
01.02.2008   | Angola               | 87.5
01.02.2008   | Congo                | 87.5
01.02.2008   | Equatorial Guinea    | 87.5
01.02.2008   | Gabon                | 87.5
01.02.2008   | IR Iran              | 87.5
01.02.2008   | Iraq                 | 87.5
01.02.2008   | Kuwait               | 87.5
01.02.2008   | Libya                | 87.5
01.02.2008   | Nigeria              | 87.5
01.02.2008   | United Arab Emirates | 87.5
01.02.2008   | Venezuela            | 87.5
01.02.2010   | Algeria              | 71.02
01.02.2010   | Angola               | 71.02
01.02.2010   | Congo                | 71.02
01.02.2010   | Equatorial Guinea    | 71.02
01.02.2010   | Gabon                | 71.02
01.02.2010   | IR Iran              | 71.02
01.02.2010   | Iraq                 | 71.02
01.02.2010   | Kuwait               | 71.02
01.02.2010   | Libya                | 71.02
01.02.2010   | Nigeria              | 71.02
01.02.2010   | United Arab Emirates | 71.02
01.02.2010   | Venezuela            | 71.02
01.02.2011   | Algeria              | 96.39
01.02.2011   | Angola               | 96.39
01.02.2011   | Congo                | 96.39
01.02.2011   | Equatorial Guinea    | 96.39
01.02.2011   | Gabon                | 96.39
01.02.2011   | IR Iran              | 96.39
01.02.2011   | Iraq                 | 96.39
01.02.2011   | Kuwait               | 96.39
01.02.2011   | Libya                | 96.39
01.02.2011   | Nigeria              | 96.39
01.02.2011   | United Arab Emirates | 96.39
01.02.2011   | Venezuela            | 96.39
01.02.2012   | Algeria              | 110.61
01.02.2012   | Angola               | 110.61
01.02.2012   | Congo                | 110.61
01.02.2012   | Equatorial Guinea    | 110.61
01.02.2012   | Gabon                | 110.61
01.02.2012   | IR Iran              | 110.61
01.02.2012   | Iraq                 | 110.61
01.02.2012   | Kuwait               | 110.61
01.02.2012   | Libya                | 110.61
01.02.2012   | Nigeria              | 110.61
01.02.2012   | United Arab Emirates | 110.61
01.02.2012   | Venezuela            | 110.61
01.02.2013   | Algeria              | 112.62
01.02.2013   | Angola               | 112.62
01.02.2013   | Congo                | 112.62
01.02.2013   | Equatorial Guinea    | 112.62
01.02.2013   | Gabon                | 112.62
01.02.2013   | IR Iran              | 112.62
01.02.2013   | Iraq                 | 112.62
01.02.2013   | Kuwait               | 112.62
01.02.2013   | Libya                | 112.62
01.02.2013   | Nigeria              | 112.62
01.02.2013   | United Arab Emirates | 112.62
01.02.2013   | Venezuela            | 112.62
01.02.2016   | Algeria              | 29.73
01.02.2016   | Angola               | 29.73
01.02.2016   | Congo                | 29.73
01.02.2016   | Equatorial Guinea    | 29.73
01.02.2016   | Gabon                | 29.73
01.02.2016   | IR Iran              | 29.73
01.02.2016   | Iraq                 | 29.73
01.02.2016   | Kuwait               | 29.73
01.02.2016   | Libya                | 29.73
01.02.2016   | Nigeria              | 29.73
01.02.2016   | United Arab Emirates | 29.73
01.02.2016   | Venezuela            | 29.73
01.02.2017   | Algeria              | 52.76
01.02.2017   | Angola               | 52.76
01.02.2017   | Congo                | 52.76
01.02.2017   | Equatorial Guinea    | 52.76
01.02.2017   | Gabon                | 52.76
01.02.2017   | IR Iran              | 52.76
01.02.2017   | Iraq                 | 52.76
01.02.2017   | Kuwait               | 52.76
01.02.2017   | Libya                | 52.76
01.02.2017   | Nigeria              | 52.76
01.02.2017   | United Arab Emirates | 52.76
01.02.2017   | Venezuela            | 52.76
01.02.2018   | Algeria              | 66.88
01.02.2018   | Angola               | 66.88
01.02.2018   | Congo                | 66.88
01.02.2018   | Equatorial Guinea    | 66.88
01.02.2018   | Gabon                | 66.88
01.02.2018   | IR Iran              | 66.88
01.02.2018   | Iraq                 | 66.88
01.02.2018   | Kuwait               | 66.88
01.02.2018   | Libya                | 66.88
01.02.2018   | Nigeria              | 66.88
01.02.2018   | United Arab Emirates | 66.88
01.02.2018   | Venezuela            | 66.88
01.02.2019   | Algeria              | 60.96
01.02.2019   | Angola               | 60.96
01.02.2019   | Congo                | 60.96
01.02.2019   | Equatorial Guinea    | 60.96
01.02.2019   | Gabon                | 60.96
01.02.2019   | IR Iran              | 60.96
01.02.2019   | Iraq                 | 60.96
01.02.2019   | Kuwait               | 60.96
01.02.2019   | Libya                | 60.96
01.02.2019   | Nigeria              | 60.96
01.02.2019   | United Arab Emirates | 60.96
01.02.2019   | Venezuela            | 60.96
01.02.2021   | Algeria              | 55.14
01.02.2021   | Angola               | 55.14
01.02.2021   | Congo                | 55.14
01.02.2021   | Equatorial Guinea    | 55.14
01.02.2021   | Gabon                | 55.14
01.02.2021   | IR Iran              | 55.14
01.02.2021   | Iraq                 | 55.14
01.02.2021   | Kuwait               | 55.14
01.02.2021   | Libya                | 55.14
01.02.2021   | Nigeria              | 55.14
01.02.2021   | United Arab Emirates | 55.14
01.02.2021   | Venezuela            | 55.14
01.02.2022   | Algeria              | 90.22
01.02.2022   | Angola               | 90.22
01.02.2022   | Congo                | 90.22
01.02.2022   | Equatorial Guinea    | 90.22
01.02.2022   | Gabon                | 90.22
01.02.2022   | IR Iran              | 90.22
01.02.2022   | Iraq                 | 90.22
01.02.2022   | Kuwait               | 90.22
01.02.2022   | Libya                | 90.22
01.02.2022   | Nigeria              | 90.22
01.02.2022   | United Arab Emirates | 90.22
01.02.2022   | Venezuela            | 90.22
01.03.2006   | Algeria              | 57.13
01.03.2006   | Angola               | 57.13
01.03.2006   | Congo                | 57.13
01.03.2006   | Equatorial Guinea    | 57.13
01.03.2006   | Gabon                | 57.13
01.03.2006   | IR Iran              | 57.13
01.03.2006   | Iraq                 | 57.13
01.03.2006   | Kuwait               | 57.13
01.03.2006   | Libya                | 57.13
01.03.2006   | Nigeria              | 57.13
01.03.2006   | United Arab Emirates | 57.13
01.03.2006   | Venezuela            | 57.13
01.03.2007   | Algeria              | 58.47
01.03.2007   | Angola               | 58.47
01.03.2007   | Congo                | 58.47
01.03.2007   | Equatorial Guinea    | 58.47
01.03.2007   | Gabon                | 58.47
01.03.2007   | IR Iran              | 58.47
01.03.2007   | Iraq                 | 58.47
01.03.2007   | Kuwait               | 58.47
01.03.2007   | Libya                | 58.47
01.03.2007   | Nigeria              | 58.47
01.03.2007   | United Arab Emirates | 58.47
01.03.2007   | Venezuela            | 58.47
01.03.2010   | Algeria              | 75.75
01.03.2010   | Angola               | 75.75
01.03.2010   | Congo                | 75.75
01.03.2010   | Equatorial Guinea    | 75.75
01.03.2010   | Gabon                | 75.75
01.03.2010   | IR Iran              | 75.75
01.03.2010   | Iraq                 | 75.75
01.03.2010   | Kuwait               | 75.75
01.03.2010   | Libya                | 75.75
01.03.2010   | Nigeria              | 75.75
01.03.2010   | United Arab Emirates | 75.75
01.03.2010   | Venezuela            | 75.75
01.03.2011   | Algeria              | 108.27
01.03.2011   | Angola               | 108.27
01.03.2011   | Congo                | 108.27
01.03.2011   | Equatorial Guinea    | 108.27
01.03.2011   | Gabon                | 108.27
01.03.2011   | IR Iran              | 108.27
01.03.2011   | Iraq                 | 108.27
01.03.2011   | Kuwait               | 108.27
01.03.2011   | Libya                | 108.27
01.03.2011   | Nigeria              | 108.27
01.03.2011   | United Arab Emirates | 108.27
01.03.2011   | Venezuela            | 108.27
01.03.2012   | Algeria              | 122.12
01.03.2012   | Angola               | 122.12
01.03.2012   | Congo                | 122.12
01.03.2012   | Equatorial Guinea    | 122.12
01.03.2012   | Gabon                | 122.12
01.03.2012   | IR Iran              | 122.12
01.03.2012   | Iraq                 | 122.12
01.03.2012   | Kuwait               | 122.12
01.03.2012   | Libya                | 122.12
01.03.2012   | Nigeria              | 122.12
01.03.2012   | United Arab Emirates | 122.12
01.03.2012   | Venezuela            | 122.12
01.03.2013   | Algeria              | 106.79
01.03.2013   | Angola               | 106.79
01.03.2013   | Congo                | 106.79
01.03.2013   | Equatorial Guinea    | 106.79
01.03.2013   | Gabon                | 106.79
01.03.2013   | IR Iran              | 106.79
01.03.2013   | Iraq                 | 106.79
01.03.2013   | Kuwait               | 106.79
01.03.2013   | Libya                | 106.79
01.03.2013   | Nigeria              | 106.79
01.03.2013   | United Arab Emirates | 106.79
01.03.2013   | Venezuela            | 106.79
01.03.2016   | Algeria              | 31.65
01.03.2016   | Angola               | 31.65
01.03.2016   | Congo                | 31.65
01.03.2016   | Equatorial Guinea    | 31.65
01.03.2016   | Gabon                | 31.65
01.03.2016   | IR Iran              | 31.65
01.03.2016   | Iraq                 | 31.65
01.03.2016   | Kuwait               | 31.65
01.03.2016   | Libya                | 31.65
01.03.2016   | Nigeria              | 31.65
01.03.2016   | United Arab Emirates | 31.65
01.03.2016   | Venezuela            | 31.65
01.03.2017   | Algeria              | 54.15
01.03.2017   | Angola               | 54.15
01.03.2017   | Congo                | 54.15
01.03.2017   | Equatorial Guinea    | 54.15
01.03.2017   | Gabon                | 54.15
01.03.2017   | IR Iran              | 54.15
01.03.2017   | Iraq                 | 54.15
01.03.2017   | Kuwait               | 54.15
01.03.2017   | Libya                | 54.15
01.03.2017   | Nigeria              | 54.15
01.03.2017   | United Arab Emirates | 54.15
01.03.2017   | Venezuela            | 54.15
01.03.2018   | Algeria              | 62.17
01.03.2018   | Angola               | 62.17
01.03.2018   | Congo                | 62.17
01.03.2018   | Equatorial Guinea    | 62.17
01.03.2018   | Gabon                | 62.17
01.03.2018   | IR Iran              | 62.17
01.03.2018   | Iraq                 | 62.17
01.03.2018   | Kuwait               | 62.17
01.03.2018   | Libya                | 62.17
01.03.2018   | Nigeria              | 62.17
01.03.2018   | United Arab Emirates | 62.17
01.03.2018   | Venezuela            | 62.17
01.03.2019   | Algeria              | 65.32
01.03.2019   | Angola               | 65.32
01.03.2019   | Congo                | 65.32
01.03.2019   | Equatorial Guinea    | 65.32
01.03.2019   | Gabon                | 65.32
01.03.2019   | IR Iran              | 65.32
01.03.2019   | Iraq                 | 65.32
01.03.2019   | Kuwait               | 65.32
01.03.2019   | Libya                | 65.32
01.03.2019   | Nigeria              | 65.32
01.03.2019   | United Arab Emirates | 65.32
01.03.2019   | Venezuela            | 65.32
01.03.2021   | Algeria              | 64.21
01.03.2021   | Angola               | 64.21
01.03.2021   | Congo                | 64.21
01.03.2021   | Equatorial Guinea    | 64.21
01.03.2021   | Gabon                | 64.21
01.03.2021   | IR Iran              | 64.21
01.03.2021   | Iraq                 | 64.21
01.03.2021   | Kuwait               | 64.21
01.03.2021   | Libya                | 64.21
01.03.2021   | Nigeria              | 64.21
01.03.2021   | United Arab Emirates | 64.21
01.03.2021   | Venezuela            | 64.21
01.03.2022   | Algeria              | 103.7
01.03.2022   | Angola               | 103.7
01.03.2022   | Congo                | 103.7
01.03.2022   | Equatorial Guinea    | 103.7
01.03.2022   | Gabon                | 103.7
01.03.2022   | IR Iran              | 103.7
01.03.2022   | Iraq                 | 103.7
01.03.2022   | Kuwait               | 103.7
01.03.2022   | Libya                | 103.7
01.03.2022   | Nigeria              | 103.7
01.03.2022   | United Arab Emirates | 103.7
01.03.2022   | Venezuela            | 103.7
01.04.2008   | Algeria              | 95.75
01.04.2008   | Angola               | 95.75
01.04.2008   | Congo                | 95.75
01.04.2008   | Equatorial Guinea    | 95.75
01.04.2008   | Gabon                | 95.75
01.04.2008   | IR Iran              | 95.75
01.04.2008   | Iraq                 | 95.75
01.04.2008   | Kuwait               | 95.75
01.04.2008   | Libya                | 95.75
01.04.2008   | Nigeria              | 95.75
01.04.2008   | United Arab Emirates | 95.75
01.04.2008   | Venezuela            | 95.75
01.04.2009   | Algeria              | 47.15
01.04.2009   | Angola               | 47.15
01.04.2009   | Congo                | 47.15
01.04.2009   | Equatorial Guinea    | 47.15
01.04.2009   | Gabon                | 47.15
01.04.2009   | IR Iran              | 47.15
01.04.2009   | Iraq                 | 47.15
01.04.2009   | Kuwait               | 47.15
01.04.2009   | Libya                | 47.15
01.04.2009   | Nigeria              | 47.15
01.04.2009   | United Arab Emirates | 47.15
01.04.2009   | Venezuela            | 47.15
01.04.2010   | Algeria              | 79.89
01.04.2010   | Angola               | 79.89
01.04.2010   | Congo                | 79.89
01.04.2010   | Equatorial Guinea    | 79.89
01.04.2010   | Gabon                | 79.89
01.04.2010   | IR Iran              | 79.89
01.04.2010   | Iraq                 | 79.89
01.04.2010   | Kuwait               | 79.89
01.04.2010   | Libya                | 79.89
01.04.2010   | Nigeria              | 79.89
01.04.2010   | United Arab Emirates | 79.89
01.04.2010   | Venezuela            | 79.89
01.04.2011   | Algeria              | 113.49
01.04.2011   | Angola               | 113.49
01.04.2011   | Congo                | 113.49
01.04.2011   | Equatorial Guinea    | 113.49
01.04.2011   | Gabon                | 113.49
01.04.2011   | IR Iran              | 113.49
01.04.2011   | Iraq                 | 113.49
01.04.2011   | Kuwait               | 113.49
01.04.2011   | Libya                | 113.49
01.04.2011   | Nigeria              | 113.49
01.04.2011   | United Arab Emirates | 113.49
01.04.2011   | Venezuela            | 113.49
01.04.2013   | Algeria              | 106.97
01.04.2013   | Angola               | 106.97
01.04.2013   | Congo                | 106.97
01.04.2013   | Equatorial Guinea    | 106.97
01.04.2013   | Gabon                | 106.97
01.04.2013   | IR Iran              | 106.97
01.04.2013   | Iraq                 | 106.97
01.04.2013   | Kuwait               | 106.97
01.04.2013   | Libya                | 106.97
01.04.2013   | Nigeria              | 106.97
01.04.2013   | United Arab Emirates | 106.97
01.04.2013   | Venezuela            | 106.97
01.04.2014   | Algeria              | 103.25
01.04.2014   | Angola               | 103.25
01.04.2014   | Congo                | 103.25
01.04.2014   | Equatorial Guinea    | 103.25
01.04.2014   | Gabon                | 103.25
01.04.2014   | IR Iran              | 103.25
01.04.2014   | Iraq                 | 103.25
01.04.2014   | Kuwait               | 103.25
01.04.2014   | Libya                | 103.25
01.04.2014   | Nigeria              | 103.25
01.04.2014   | United Arab Emirates | 103.25
01.04.2014   | Venezuela            | 103.25
01.04.2015   | Algeria              | 52.48
01.04.2015   | Angola               | 52.48
01.04.2015   | Congo                | 52.48
01.04.2015   | Equatorial Guinea    | 52.48
01.04.2015   | Gabon                | 52.48
01.04.2015   | IR Iran              | 52.48
01.04.2015   | Iraq                 | 52.48
01.04.2015   | Kuwait               | 52.48
01.04.2015   | Libya                | 52.48
01.04.2015   | Nigeria              | 52.48
01.04.2015   | United Arab Emirates | 52.48
01.04.2015   | Venezuela            | 52.48
01.04.2016   | Algeria              | 34.54
01.04.2016   | Angola               | 34.54
01.04.2016   | Congo                | 34.54
01.04.2016   | Equatorial Guinea    | 34.54
01.04.2016   | Gabon                | 34.54
01.04.2016   | IR Iran              | 34.54
01.04.2016   | Iraq                 | 34.54
01.04.2016   | Kuwait               | 34.54
01.04.2016   | Libya                | 34.54
01.04.2016   | Nigeria              | 34.54
01.04.2016   | United Arab Emirates | 34.54
01.04.2016   | Venezuela            | 34.54
01.04.2019   | Algeria              | 68.31
01.04.2019   | Angola               | 68.31
01.04.2019   | Congo                | 68.31
01.04.2019   | Equatorial Guinea    | 68.31
01.04.2019   | Gabon                | 68.31
01.04.2019   | IR Iran              | 68.31
01.04.2019   | Iraq                 | 68.31
01.04.2019   | Kuwait               | 68.31
01.04.2019   | Libya                | 68.31
01.04.2019   | Nigeria              | 68.31
01.04.2019   | United Arab Emirates | 68.31
01.04.2019   | Venezuela            | 68.31
01.04.2020   | Algeria              | 16.85
01.04.2020   | Angola               | 16.85
01.04.2020   | Congo                | 16.85
01.04.2020   | Equatorial Guinea    | 16.85
01.04.2020   | Gabon                | 16.85
01.04.2020   | IR Iran              | 16.85
01.04.2020   | Iraq                 | 16.85
01.04.2020   | Kuwait               | 16.85
01.04.2020   | Libya                | 16.85
01.04.2020   | Nigeria              | 16.85
01.04.2020   | United Arab Emirates | 16.85
01.04.2020   | Venezuela            | 16.85
01.04.2021   | Algeria              | 61.75
01.04.2021   | Angola               | 61.75
01.04.2021   | Congo                | 61.75
01.04.2021   | Equatorial Guinea    | 61.75
01.04.2021   | Gabon                | 61.75
01.04.2021   | IR Iran              | 61.75
01.04.2021   | Iraq                 | 61.75
01.04.2021   | Kuwait               | 61.75
01.04.2021   | Libya                | 61.75
01.04.2021   | Nigeria              | 61.75
01.04.2021   | United Arab Emirates | 61.75
01.04.2021   | Venezuela            | 61.75
01.04.2022   | Algeria              | 104.93
01.04.2022   | Angola               | 104.93
01.04.2022   | Congo                | 104.93
01.04.2022   | Equatorial Guinea    | 104.93
01.04.2022   | Gabon                | 104.93
01.04.2022   | IR Iran              | 104.93
01.04.2022   | Iraq                 | 104.93
01.04.2022   | Kuwait               | 104.93
01.04.2022   | Libya                | 104.93
01.04.2022   | Nigeria              | 104.93
01.04.2022   | United Arab Emirates | 104.93
01.04.2022   | Venezuela            | 104.93
01.05.2006   | Algeria              | 66.2
01.05.2006   | Angola               | 66.2
01.05.2006   | Congo                | 66.2
01.05.2006   | Equatorial Guinea    | 66.2
01.05.2006   | Gabon                | 66.2
01.05.2006   | IR Iran              | 66.2
01.05.2006   | Iraq                 | 66.2
01.05.2006   | Kuwait               | 66.2
01.05.2006   | Libya                | 66.2
01.05.2006   | Nigeria              | 66.2
01.05.2006   | United Arab Emirates | 66.2
01.05.2006   | Venezuela            | 66.2
01.05.2007   | Algeria              | 64.81
01.05.2007   | Angola               | 64.81
01.05.2007   | Congo                | 64.81
01.05.2007   | Equatorial Guinea    | 64.81
01.05.2007   | Gabon                | 64.81
01.05.2007   | IR Iran              | 64.81
01.05.2007   | Iraq                 | 64.81
01.05.2007   | Kuwait               | 64.81
01.05.2007   | Libya                | 64.81
01.05.2007   | Nigeria              | 64.81
01.05.2007   | United Arab Emirates | 64.81
01.05.2007   | Venezuela            | 64.81
01.05.2008   | Algeria              | 105.93
01.05.2008   | Angola               | 105.93
01.05.2008   | Congo                | 105.93
01.05.2008   | Equatorial Guinea    | 105.93
01.05.2008   | Gabon                | 105.93
01.05.2008   | IR Iran              | 105.93
01.05.2008   | Iraq                 | 105.93
01.05.2008   | Kuwait               | 105.93
01.05.2008   | Libya                | 105.93
01.05.2008   | Nigeria              | 105.93
01.05.2008   | United Arab Emirates | 105.93
01.05.2008   | Venezuela            | 105.93
01.05.2009   | Algeria              | 50.41
01.05.2009   | Angola               | 50.41
01.05.2009   | Congo                | 50.41
01.05.2009   | Equatorial Guinea    | 50.41
01.05.2009   | Gabon                | 50.41
01.05.2009   | IR Iran              | 50.41
01.05.2009   | Iraq                 | 50.41
01.05.2009   | Kuwait               | 50.41
01.05.2009   | Libya                | 50.41
01.05.2009   | Nigeria              | 50.41
01.05.2009   | United Arab Emirates | 50.41
01.05.2009   | Venezuela            | 50.41
01.05.2012   | Algeria              | 117.08
01.05.2012   | Angola               | 117.08
01.05.2012   | Congo                | 117.08
01.05.2012   | Equatorial Guinea    | 117.08
01.05.2012   | Gabon                | 117.08
01.05.2012   | IR Iran              | 117.08
01.05.2012   | Iraq                 | 117.08
01.05.2012   | Kuwait               | 117.08
01.05.2012   | Libya                | 117.08
01.05.2012   | Nigeria              | 117.08
01.05.2012   | United Arab Emirates | 117.08
01.05.2012   | Venezuela            | 117.08
01.05.2013   | Algeria              | 99.97
01.05.2013   | Angola               | 99.97
01.05.2013   | Congo                | 99.97
01.05.2013   | Equatorial Guinea    | 99.97
01.05.2013   | Gabon                | 99.97
01.05.2013   | IR Iran              | 99.97
01.05.2013   | Iraq                 | 99.97
01.05.2013   | Kuwait               | 99.97
01.05.2013   | Libya                | 99.97
01.05.2013   | Nigeria              | 99.97
01.05.2013   | United Arab Emirates | 99.97
01.05.2013   | Venezuela            | 99.97
01.05.2014   | Algeria              | 103.77
01.05.2014   | Angola               | 103.77
01.05.2014   | Congo                | 103.77
01.05.2014   | Equatorial Guinea    | 103.77
01.05.2014   | Gabon                | 103.77
01.05.2014   | IR Iran              | 103.77
01.05.2014   | Iraq                 | 103.77
01.05.2014   | Kuwait               | 103.77
01.05.2014   | Libya                | 103.77
01.05.2014   | Nigeria              | 103.77
01.05.2014   | United Arab Emirates | 103.77
01.05.2014   | Venezuela            | 103.77
01.05.2015   | Algeria              | 62.23
01.05.2015   | Angola               | 62.23
01.05.2015   | Congo                | 62.23
01.05.2015   | Equatorial Guinea    | 62.23
01.05.2015   | Gabon                | 62.23
01.05.2015   | IR Iran              | 62.23
01.05.2015   | Iraq                 | 62.23
01.05.2015   | Kuwait               | 62.23
01.05.2015   | Libya                | 62.23
01.05.2015   | Nigeria              | 62.23
01.05.2015   | United Arab Emirates | 62.23
01.05.2015   | Venezuela            | 62.23
01.05.2017   | Algeria              | 49.19
01.05.2017   | Angola               | 49.19
01.05.2017   | Congo                | 49.19
01.05.2017   | Equatorial Guinea    | 49.19
01.05.2017   | Gabon                | 49.19
01.05.2017   | IR Iran              | 49.19
01.05.2017   | Iraq                 | 49.19
01.05.2017   | Kuwait               | 49.19
01.05.2017   | Libya                | 49.19
01.05.2017   | Nigeria              | 49.19
01.05.2017   | United Arab Emirates | 49.19
01.05.2017   | Venezuela            | 49.19
01.05.2018   | Algeria              | 70.57
01.05.2018   | Angola               | 70.57
01.05.2018   | Congo                | 70.57
01.05.2018   | Equatorial Guinea    | 70.57
01.05.2018   | Gabon                | 70.57
01.05.2018   | IR Iran              | 70.57
01.05.2018   | Iraq                 | 70.57
01.05.2018   | Kuwait               | 70.57
01.05.2018   | Libya                | 70.57
01.05.2018   | Nigeria              | 70.57
01.05.2018   | United Arab Emirates | 70.57
01.05.2018   | Venezuela            | 70.57
01.05.2019   | Algeria              | 72.0
01.05.2019   | Angola               | 72.0
01.05.2019   | Congo                | 72.0
01.05.2019   | Equatorial Guinea    | 72.0
01.05.2019   | Gabon                | 72.0
01.05.2019   | IR Iran              | 72.0
01.05.2019   | Iraq                 | 72.0
01.05.2019   | Kuwait               | 72.0
01.05.2019   | Libya                | 72.0
01.05.2019   | Nigeria              | 72.0
01.05.2019   | United Arab Emirates | 72.0
01.05.2019   | Venezuela            | 72.0
01.05.2020   | Algeria              | 16.52
01.05.2020   | Angola               | 16.52
01.05.2020   | Congo                | 16.52
01.05.2020   | Equatorial Guinea    | 16.52
01.05.2020   | Gabon                | 16.52
01.05.2020   | IR Iran              | 16.52
01.05.2020   | Iraq                 | 16.52
01.05.2020   | Kuwait               | 16.52
01.05.2020   | Libya                | 16.52
01.05.2020   | Nigeria              | 16.52
01.05.2020   | United Arab Emirates | 16.52
01.05.2020   | Venezuela            | 16.52
01.06.2006   | Algeria              | 64.84
01.06.2006   | Angola               | 64.84
01.06.2006   | Congo                | 64.84
01.06.2006   | Equatorial Guinea    | 64.84
01.06.2006   | Gabon                | 64.84
01.06.2006   | IR Iran              | 64.84
01.06.2006   | Iraq                 | 64.84
01.06.2006   | Kuwait               | 64.84
01.06.2006   | Libya                | 64.84
01.06.2006   | Nigeria              | 64.84
01.06.2006   | United Arab Emirates | 64.84
01.06.2006   | Venezuela            | 64.84
01.06.2007   | Algeria              | 64.6
01.06.2007   | Angola               | 64.6
01.06.2007   | Congo                | 64.6
01.06.2007   | Equatorial Guinea    | 64.6
01.06.2007   | Gabon                | 64.6
01.06.2007   | IR Iran              | 64.6
01.06.2007   | Iraq                 | 64.6
01.06.2007   | Kuwait               | 64.6
01.06.2007   | Libya                | 64.6
01.06.2007   | Nigeria              | 64.6
01.06.2007   | United Arab Emirates | 64.6
01.06.2007   | Venezuela            | 64.6
01.06.2009   | Algeria              | 66.08
01.06.2009   | Angola               | 66.08
01.06.2009   | Congo                | 66.08
01.06.2009   | Equatorial Guinea    | 66.08
01.06.2009   | Gabon                | 66.08
01.06.2009   | IR Iran              | 66.08
01.06.2009   | Iraq                 | 66.08
01.06.2009   | Kuwait               | 66.08
01.06.2009   | Libya                | 66.08
01.06.2009   | Nigeria              | 66.08
01.06.2009   | United Arab Emirates | 66.08
01.06.2009   | Venezuela            | 66.08
01.06.2010   | Algeria              | 70.96
01.06.2010   | Angola               | 70.96
01.06.2010   | Congo                | 70.96
01.06.2010   | Equatorial Guinea    | 70.96
01.06.2010   | Gabon                | 70.96
01.06.2010   | IR Iran              | 70.96
01.06.2010   | Iraq                 | 70.96
01.06.2010   | Kuwait               | 70.96
01.06.2010   | Libya                | 70.96
01.06.2010   | Nigeria              | 70.96
01.06.2010   | United Arab Emirates | 70.96
01.06.2010   | Venezuela            | 70.96
01.06.2011   | Algeria              | 111.44
01.06.2011   | Angola               | 111.44
01.06.2011   | Congo                | 111.44
01.06.2011   | Equatorial Guinea    | 111.44
01.06.2011   | Gabon                | 111.44
01.06.2011   | IR Iran              | 111.44
01.06.2011   | Iraq                 | 111.44
01.06.2011   | Kuwait               | 111.44
01.06.2011   | Libya                | 111.44
01.06.2011   | Nigeria              | 111.44
01.06.2011   | United Arab Emirates | 111.44
01.06.2011   | Venezuela            | 111.44
01.06.2012   | Algeria              | 97.44
01.06.2012   | Angola               | 97.44
01.06.2012   | Congo                | 97.44
01.06.2012   | Equatorial Guinea    | 97.44
01.06.2012   | Gabon                | 97.44
01.06.2012   | IR Iran              | 97.44
01.06.2012   | Iraq                 | 97.44
01.06.2012   | Kuwait               | 97.44
01.06.2012   | Libya                | 97.44
01.06.2012   | Nigeria              | 97.44
01.06.2012   | United Arab Emirates | 97.44
01.06.2012   | Venezuela            | 97.44
01.06.2015   | Algeria              | 60.46
01.06.2015   | Angola               | 60.46
01.06.2015   | Congo                | 60.46
01.06.2015   | Equatorial Guinea    | 60.46
01.06.2015   | Gabon                | 60.46
01.06.2015   | IR Iran              | 60.46
01.06.2015   | Iraq                 | 60.46
01.06.2015   | Kuwait               | 60.46
01.06.2015   | Libya                | 60.46
01.06.2015   | Nigeria              | 60.46
01.06.2015   | United Arab Emirates | 60.46
01.06.2015   | Venezuela            | 60.46
01.06.2016   | Algeria              | 45.28
01.06.2016   | Angola               | 45.28
01.06.2016   | Congo                | 45.28
01.06.2016   | Equatorial Guinea    | 45.28
01.06.2016   | Gabon                | 45.28
01.06.2016   | IR Iran              | 45.28
01.06.2016   | Iraq                 | 45.28
01.06.2016   | Kuwait               | 45.28
01.06.2016   | Libya                | 45.28
01.06.2016   | Nigeria              | 45.28
01.06.2016   | United Arab Emirates | 45.28
01.06.2016   | Venezuela            | 45.28
01.06.2017   | Algeria              | 48.85
01.06.2017   | Angola               | 48.85
01.06.2017   | Congo                | 48.85
01.06.2017   | Equatorial Guinea    | 48.85
01.06.2017   | Gabon                | 48.85
01.06.2017   | IR Iran              | 48.85
01.06.2017   | Iraq                 | 48.85
01.06.2017   | Kuwait               | 48.85
01.06.2017   | Libya                | 48.85
01.06.2017   | Nigeria              | 48.85
01.06.2017   | United Arab Emirates | 48.85
01.06.2017   | Venezuela            | 48.85
01.06.2018   | Algeria              | 74.25
01.06.2018   | Angola               | 74.25
01.06.2018   | Congo                | 74.25
01.06.2018   | Equatorial Guinea    | 74.25
01.06.2018   | Gabon                | 74.25
01.06.2018   | IR Iran              | 74.25
01.06.2018   | Iraq                 | 74.25
01.06.2018   | Kuwait               | 74.25
