Дата         | Страна               | Цена за баррель
05.06.2006   | Venezuela            | 66.48
05.06.2007   | Algeria              | 66.34
05.06.2007   | Angola               | 66.34
05.06.2007   | Congo                | 66.34
05.06.2007   | Equatorial Guinea    | 66.34
05.06.2007   | Gabon                | 66.34
05.06.2007   | IR Iran              | 66.34
05.06.2007   | Iraq                 | 66.34
05.06.2007   | Kuwait               | 66.34
05.06.2007   | Libya                | 66.34
05.06.2007   | Nigeria              | 66.34
05.06.2007   | United Arab Emirates | 66.34
05.06.2007   | Venezuela            | 66.34
05.06.2008   | Algeria              | 118.75
05.06.2008   | Angola               | 118.75
05.06.2008   | Congo                | 118.75
05.06.2008   | Equatorial Guinea    | 118.75
05.06.2008   | Gabon                | 118.75
05.06.2008   | IR Iran              | 118.75
05.06.2008   | Iraq                 | 118.75
05.06.2008   | Kuwait               | 118.75
05.06.2008   | Libya                | 118.75
05.06.2008   | Nigeria              | 118.75
05.06.2008   | United Arab Emirates | 118.75
05.06.2008   | Venezuela            | 118.75
05.06.2009   | Algeria              | 67.81
05.06.2009   | Angola               | 67.81
05.06.2009   | Congo                | 67.81
05.06.2009   | Equatorial Guinea    | 67.81
05.06.2009   | Gabon                | 67.81
05.06.2009   | IR Iran              | 67.81
05.06.2009   | Iraq                 | 67.81
05.06.2009   | Kuwait               | 67.81
05.06.2009   | Libya                | 67.81
05.06.2009   | Nigeria              | 67.81
05.06.2009   | United Arab Emirates | 67.81
05.06.2009   | Venezuela            | 67.81
05.06.2012   | Algeria              | 96.19
05.06.2012   | Angola               | 96.19
05.06.2012   | Congo                | 96.19
05.06.2012   | Equatorial Guinea    | 96.19
05.06.2012   | Gabon                | 96.19
05.06.2012   | IR Iran              | 96.19
05.06.2012   | Iraq                 | 96.19
05.06.2012   | Kuwait               | 96.19
05.06.2012   | Libya                | 96.19
05.06.2012   | Nigeria              | 96.19
05.06.2012   | United Arab Emirates | 96.19
05.06.2012   | Venezuela            | 96.19
05.06.2013   | Algeria              | 101.09
05.06.2013   | Angola               | 101.09
05.06.2013   | Congo                | 101.09
05.06.2013   | Equatorial Guinea    | 101.09
05.06.2013   | Gabon                | 101.09
05.06.2013   | IR Iran              | 101.09
05.06.2013   | Iraq                 | 101.09
05.06.2013   | Kuwait               | 101.09
05.06.2013   | Libya                | 101.09
05.06.2013   | Nigeria              | 101.09
05.06.2013   | United Arab Emirates | 101.09
05.06.2013   | Venezuela            | 101.09
05.06.2014   | Algeria              | 104.73
05.06.2014   | Angola               | 104.73
05.06.2014   | Congo                | 104.73
05.06.2014   | Equatorial Guinea    | 104.73
05.06.2014   | Gabon                | 104.73
05.06.2014   | IR Iran              | 104.73
05.06.2014   | Iraq                 | 104.73
05.06.2014   | Kuwait               | 104.73
05.06.2014   | Libya                | 104.73
05.06.2014   | Nigeria              | 104.73
05.06.2014   | United Arab Emirates | 104.73
05.06.2014   | Venezuela            | 104.73
05.06.2015   | Algeria              | 58.61
05.06.2015   | Angola               | 58.61
05.06.2015   | Congo                | 58.61
05.06.2015   | Equatorial Guinea    | 58.61
05.06.2015   | Gabon                | 58.61
05.06.2015   | IR Iran              | 58.61
05.06.2015   | Iraq                 | 58.61
05.06.2015   | Kuwait               | 58.61
05.06.2015   | Libya                | 58.61
05.06.2015   | Nigeria              | 58.61
05.06.2015   | United Arab Emirates | 58.61
05.06.2015   | Venezuela            | 58.61
05.06.2017   | Algeria              | 47.37
05.06.2017   | Angola               | 47.37
05.06.2017   | Congo                | 47.37
05.06.2017   | Equatorial Guinea    | 47.37
05.06.2017   | Gabon                | 47.37
05.06.2017   | IR Iran              | 47.37
05.06.2017   | Iraq                 | 47.37
05.06.2017   | Kuwait               | 47.37
05.06.2017   | Libya                | 47.37
05.06.2017   | Nigeria              | 47.37
05.06.2017   | United Arab Emirates | 47.37
05.06.2017   | Venezuela            | 47.37
05.06.2018   | Algeria              | 72.8
05.06.2018   | Angola               | 72.8
05.06.2018   | Congo                | 72.8
05.06.2018   | Equatorial Guinea    | 72.8
05.06.2018   | Gabon                | 72.8
05.06.2018   | IR Iran              | 72.8
05.06.2018   | Iraq                 | 72.8
05.06.2018   | Kuwait               | 72.8
05.06.2018   | Libya                | 72.8
05.06.2018   | Nigeria              | 72.8
05.06.2018   | United Arab Emirates | 72.8
05.06.2018   | Venezuela            | 72.8
05.06.2019   | Algeria              | 61.04
05.06.2019   | Angola               | 61.04
05.06.2019   | Congo                | 61.04
05.06.2019   | Equatorial Guinea    | 61.04
05.06.2019   | Gabon                | 61.04
05.06.2019   | IR Iran              | 61.04
05.06.2019   | Iraq                 | 61.04
05.06.2019   | Kuwait               | 61.04
05.06.2019   | Libya                | 61.04
05.06.2019   | Nigeria              | 61.04
05.06.2019   | United Arab Emirates | 61.04
05.06.2019   | Venezuela            | 61.04
05.06.2020   | Algeria              | 36.84
05.06.2020   | Angola               | 36.84
05.06.2020   | Congo                | 36.84
05.06.2020   | Equatorial Guinea    | 36.84
05.06.2020   | Gabon                | 36.84
05.06.2020   | IR Iran              | 36.84
05.06.2020   | Iraq                 | 36.84
05.06.2020   | Kuwait               | 36.84
05.06.2020   | Libya                | 36.84
05.06.2020   | Nigeria              | 36.84
05.06.2020   | United Arab Emirates | 36.84
05.06.2020   | Venezuela            | 36.84
05.07.2006   | Algeria              | 67.92
05.07.2006   | Angola               | 67.92
05.07.2006   | Congo                | 67.92
05.07.2006   | Equatorial Guinea    | 67.92
05.07.2006   | Gabon                | 67.92
05.07.2006   | IR Iran              | 67.92
05.07.2006   | Iraq                 | 67.92
05.07.2006   | Kuwait               | 67.92
05.07.2006   | Libya                | 67.92
05.07.2006   | Nigeria              | 67.92
05.07.2006   | United Arab Emirates | 67.92
05.07.2006   | Venezuela            | 67.92
05.07.2007   | Algeria              | 70.38
05.07.2007   | Angola               | 70.38
05.07.2007   | Congo                | 70.38
05.07.2007   | Equatorial Guinea    | 70.38
05.07.2007   | Gabon                | 70.38
05.07.2007   | IR Iran              | 70.38
05.07.2007   | Iraq                 | 70.38
05.07.2007   | Kuwait               | 70.38
05.07.2007   | Libya                | 70.38
05.07.2007   | Nigeria              | 70.38
05.07.2007   | United Arab Emirates | 70.38
05.07.2007   | Venezuela            | 70.38
05.07.2010   | Algeria              | 69.05
05.07.2010   | Angola               | 69.05
05.07.2010   | Congo                | 69.05
05.07.2010   | Equatorial Guinea    | 69.05
05.07.2010   | Gabon                | 69.05
05.07.2010   | IR Iran              | 69.05
05.07.2010   | Iraq                 | 69.05
05.07.2010   | Kuwait               | 69.05
05.07.2010   | Libya                | 69.05
05.07.2010   | Nigeria              | 69.05
05.07.2010   | United Arab Emirates | 69.05
05.07.2010   | Venezuela            | 69.05
05.07.2011   | Algeria              | 107.12
05.07.2011   | Angola               | 107.12
05.07.2011   | Congo                | 107.12
05.07.2011   | Equatorial Guinea    | 107.12
05.07.2011   | Gabon                | 107.12
05.07.2011   | IR Iran              | 107.12
05.07.2011   | Iraq                 | 107.12
05.07.2011   | Kuwait               | 107.12
05.07.2011   | Libya                | 107.12
05.07.2011   | Nigeria              | 107.12
05.07.2011   | United Arab Emirates | 107.12
05.07.2011   | Venezuela            | 107.12
05.07.2012   | Algeria              | 98.34
05.07.2012   | Angola               | 98.34
05.07.2012   | Congo                | 98.34
05.07.2012   | Equatorial Guinea    | 98.34
05.07.2012   | Gabon                | 98.34
05.07.2012   | IR Iran              | 98.34
05.07.2012   | Iraq                 | 98.34
05.07.2012   | Kuwait               | 98.34
05.07.2012   | Libya                | 98.34
05.07.2012   | Nigeria              | 98.34
05.07.2012   | United Arab Emirates | 98.34
05.07.2012   | Venezuela            | 98.34
05.07.2013   | Algeria              | 103.2
05.07.2013   | Angola               | 103.2
05.07.2013   | Congo                | 103.2
05.07.2013   | Equatorial Guinea    | 103.2
05.07.2013   | Gabon                | 103.2
05.07.2013   | IR Iran              | 103.2
05.07.2013   | Iraq                 | 103.2
05.07.2013   | Kuwait               | 103.2
05.07.2013   | Libya                | 103.2
05.07.2013   | Nigeria              | 103.2
05.07.2013   | United Arab Emirates | 103.2
05.07.2013   | Venezuela            | 103.2
05.07.2016   | Algeria              | 44.34
05.07.2016   | Angola               | 44.34
05.07.2016   | Congo                | 44.34
05.07.2016   | Equatorial Guinea    | 44.34
05.07.2016   | Gabon                | 44.34
05.07.2016   | IR Iran              | 44.34
05.07.2016   | Iraq                 | 44.34
05.07.2016   | Kuwait               | 44.34
05.07.2016   | Libya                | 44.34
05.07.2016   | Nigeria              | 44.34
05.07.2016   | United Arab Emirates | 44.34
05.07.2016   | Venezuela            | 44.34
05.07.2017   | Algeria              | 47.04
05.07.2017   | Angola               | 47.04
05.07.2017   | Congo                | 47.04
05.07.2017   | Equatorial Guinea    | 47.04
05.07.2017   | Gabon                | 47.04
05.07.2017   | IR Iran              | 47.04
05.07.2017   | Iraq                 | 47.04
05.07.2017   | Kuwait               | 47.04
05.07.2017   | Libya                | 47.04
05.07.2017   | Nigeria              | 47.04
05.07.2017   | United Arab Emirates | 47.04
05.07.2017   | Venezuela            | 47.04
05.07.2018   | Algeria              | 75.21
05.07.2018   | Angola               | 75.21
05.07.2018   | Congo                | 75.21
05.07.2018   | Equatorial Guinea    | 75.21
05.07.2018   | Gabon                | 75.21
05.07.2018   | IR Iran              | 75.21
05.07.2018   | Iraq                 | 75.21
05.07.2018   | Kuwait               | 75.21
05.07.2018   | Libya                | 75.21
05.07.2018   | Nigeria              | 75.21
05.07.2018   | United Arab Emirates | 75.21
05.07.2018   | Venezuela            | 75.21
05.07.2019   | Algeria              | 63.55
05.07.2019   | Angola               | 63.55
05.07.2019   | Congo                | 63.55
05.07.2019   | Equatorial Guinea    | 63.55
05.07.2019   | Gabon                | 63.55
05.07.2019   | IR Iran              | 63.55
05.07.2019   | Iraq                 | 63.55
05.07.2019   | Kuwait               | 63.55
05.07.2019   | Libya                | 63.55
05.07.2019   | Nigeria              | 63.55
05.07.2019   | United Arab Emirates | 63.55
05.07.2019   | Venezuela            | 63.55
05.07.2021   | Algeria              | 75.71
05.07.2021   | Angola               | 75.71
05.07.2021   | Congo                | 75.71
05.07.2021   | Equatorial Guinea    | 75.71
05.07.2021   | Gabon                | 75.71
05.07.2021   | IR Iran              | 75.71
05.07.2021   | Iraq                 | 75.71
05.07.2021   | Kuwait               | 75.71
05.07.2021   | Libya                | 75.71
05.07.2021   | Nigeria              | 75.71
05.07.2021   | United Arab Emirates | 75.71
05.07.2021   | Venezuela            | 75.71
05.07.2022   | Algeria              | 114.24
05.07.2022   | Angola               | 114.24
05.07.2022   | Congo                | 114.24
05.07.2022   | Equatorial Guinea    | 114.24
05.07.2022   | Gabon                | 114.24
05.07.2022   | IR Iran              | 114.24
05.07.2022   | Iraq                 | 114.24
05.07.2022   | Kuwait               | 114.24
05.07.2022   | Libya                | 114.24
05.07.2022   | Nigeria              | 114.24
05.07.2022   | United Arab Emirates | 114.24
05.07.2022   | Venezuela            | 114.24
05.08.2008   | Algeria              | 116.22
05.08.2008   | Angola               | 116.22
05.08.2008   | Congo                | 116.22
05.08.2008   | Equatorial Guinea    | 116.22
05.08.2008   | Gabon                | 116.22
05.08.2008   | IR Iran              | 116.22
05.08.2008   | Iraq                 | 116.22
05.08.2008   | Kuwait               | 116.22
05.08.2008   | Libya                | 116.22
05.08.2008   | Nigeria              | 116.22
05.08.2008   | United Arab Emirates | 116.22
05.08.2008   | Venezuela            | 116.22
05.08.2009   | Algeria              | 72.45
05.08.2009   | Angola               | 72.45
05.08.2009   | Congo                | 72.45
05.08.2009   | Equatorial Guinea    | 72.45
05.08.2009   | Gabon                | 72.45
05.08.2009   | IR Iran              | 72.45
05.08.2009   | Iraq                 | 72.45
05.08.2009   | Kuwait               | 72.45
05.08.2009   | Libya                | 72.45
05.08.2009   | Nigeria              | 72.45
05.08.2009   | United Arab Emirates | 72.45
05.08.2009   | Venezuela            | 72.45
05.08.2010   | Algeria              | 78.69
05.08.2010   | Angola               | 78.69
05.08.2010   | Congo                | 78.69
05.08.2010   | Equatorial Guinea    | 78.69
05.08.2010   | Gabon                | 78.69
05.08.2010   | IR Iran              | 78.69
05.08.2010   | Iraq                 | 78.69
05.08.2010   | Kuwait               | 78.69
05.08.2010   | Libya                | 78.69
05.08.2010   | Nigeria              | 78.69
05.08.2010   | United Arab Emirates | 78.69
05.08.2010   | Venezuela            | 78.69
05.08.2011   | Algeria              | 103.3
05.08.2011   | Angola               | 103.3
05.08.2011   | Congo                | 103.3
05.08.2011   | Equatorial Guinea    | 103.3
05.08.2011   | Gabon                | 103.3
05.08.2011   | IR Iran              | 103.3
05.08.2011   | Iraq                 | 103.3
05.08.2011   | Kuwait               | 103.3
05.08.2011   | Libya                | 103.3
05.08.2011   | Nigeria              | 103.3
05.08.2011   | United Arab Emirates | 103.3
05.08.2011   | Venezuela            | 103.3
05.08.2013   | Algeria              | 106.43
05.08.2013   | Angola               | 106.43
05.08.2013   | Congo                | 106.43
05.08.2013   | Equatorial Guinea    | 106.43
05.08.2013   | Gabon                | 106.43
05.08.2013   | IR Iran              | 106.43
05.08.2013   | Iraq                 | 106.43
05.08.2013   | Kuwait               | 106.43
05.08.2013   | Libya                | 106.43
05.08.2013   | Nigeria              | 106.43
05.08.2013   | United Arab Emirates | 106.43
05.08.2013   | Venezuela            | 106.43
05.08.2014   | Algeria              | 102.23
05.08.2014   | Angola               | 102.23
05.08.2014   | Congo                | 102.23
05.08.2014   | Equatorial Guinea    | 102.23
05.08.2014   | Gabon                | 102.23
05.08.2014   | IR Iran              | 102.23
05.08.2014   | Iraq                 | 102.23
05.08.2014   | Kuwait               | 102.23
05.08.2014   | Libya                | 102.23
05.08.2014   | Nigeria              | 102.23
05.08.2014   | United Arab Emirates | 102.23
05.08.2014   | Venezuela            | 102.23
05.08.2015   | Algeria              | 47.89
05.08.2015   | Angola               | 47.89
05.08.2015   | Congo                | 47.89
05.08.2015   | Equatorial Guinea    | 47.89
05.08.2015   | Gabon                | 47.89
05.08.2015   | IR Iran              | 47.89
05.08.2015   | Iraq                 | 47.89
05.08.2015   | Kuwait               | 47.89
05.08.2015   | Libya                | 47.89
05.08.2015   | Nigeria              | 47.89
05.08.2015   | United Arab Emirates | 47.89
05.08.2015   | Venezuela            | 47.89
05.08.2016   | Algeria              | 40.08
05.08.2016   | Angola               | 40.08
05.08.2016   | Congo                | 40.08
05.08.2016   | Equatorial Guinea    | 40.08
05.08.2016   | Gabon                | 40.08
05.08.2016   | IR Iran              | 40.08
05.08.2016   | Iraq                 | 40.08
05.08.2016   | Kuwait               | 40.08
05.08.2016   | Libya                | 40.08
05.08.2016   | Nigeria              | 40.08
05.08.2016   | United Arab Emirates | 40.08
05.08.2016   | Venezuela            | 40.08
05.08.2019   | Algeria              | 60.41
05.08.2019   | Angola               | 60.41
05.08.2019   | Congo                | 60.41
05.08.2019   | Equatorial Guinea    | 60.41
05.08.2019   | Gabon                | 60.41
05.08.2019   | IR Iran              | 60.41
05.08.2019   | Iraq                 | 60.41
05.08.2019   | Kuwait               | 60.41
05.08.2019   | Libya                | 60.41
05.08.2019   | Nigeria              | 60.41
05.08.2019   | United Arab Emirates | 60.41
05.08.2019   | Venezuela            | 60.41
05.08.2020   | Algeria              | 45.34
05.08.2020   | Angola               | 45.34
05.08.2020   | Congo                | 45.34
05.08.2020   | Equatorial Guinea    | 45.34
05.08.2020   | Gabon                | 45.34
05.08.2020   | IR Iran              | 45.34
05.08.2020   | Iraq                 | 45.34
05.08.2020   | Kuwait               | 45.34
05.08.2020   | Libya                | 45.34
05.08.2020   | Nigeria              | 45.34
05.08.2020   | United Arab Emirates | 45.34
05.08.2020   | Venezuela            | 45.34
05.08.2021   | Algeria              | 70.34
05.08.2021   | Angola               | 70.34
05.08.2021   | Congo                | 70.34
05.08.2021   | Equatorial Guinea    | 70.34
05.08.2021   | Gabon                | 70.34
05.08.2021   | IR Iran              | 70.34
05.08.2021   | Iraq                 | 70.34
05.08.2021   | Kuwait               | 70.34
05.08.2021   | Libya                | 70.34
05.08.2021   | Nigeria              | 70.34
05.08.2021   | United Arab Emirates | 70.34
05.08.2021   | Venezuela            | 70.34
05.08.2022   | Algeria              | 100.01
05.08.2022   | Angola               | 100.01
05.08.2022   | Congo                | 100.01
05.08.2022   | Equatorial Guinea    | 100.01
05.08.2022   | Gabon                | 100.01
05.08.2022   | IR Iran              | 100.01
05.08.2022   | Iraq                 | 100.01
05.08.2022   | Kuwait               | 100.01
05.08.2022   | Libya                | 100.01
05.08.2022   | Nigeria              | 100.01
05.08.2022   | United Arab Emirates | 100.01
05.08.2022   | Venezuela            | 100.01
05.09.2006   | Algeria              | 63.54
05.09.2006   | Angola               | 63.54
05.09.2006   | Congo                | 63.54
05.09.2006   | Equatorial Guinea    | 63.54
05.09.2006   | Gabon                | 63.54
05.09.2006   | IR Iran              | 63.54
05.09.2006   | Iraq                 | 63.54
05.09.2006   | Kuwait               | 63.54
05.09.2006   | Libya                | 63.54
05.09.2006   | Nigeria              | 63.54
05.09.2006   | United Arab Emirates | 63.54
05.09.2006   | Venezuela            | 63.54
05.09.2007   | Algeria              | 71.46
05.09.2007   | Angola               | 71.46
05.09.2007   | Congo                | 71.46
05.09.2007   | Equatorial Guinea    | 71.46
05.09.2007   | Gabon                | 71.46
05.09.2007   | IR Iran              | 71.46
05.09.2007   | Iraq                 | 71.46
05.09.2007   | Kuwait               | 71.46
05.09.2007   | Libya                | 71.46
05.09.2007   | Nigeria              | 71.46
05.09.2007   | United Arab Emirates | 71.46
05.09.2007   | Venezuela            | 71.46
05.09.2008   | Algeria              | 101.21
05.09.2008   | Angola               | 101.21
05.09.2008   | Congo                | 101.21
05.09.2008   | Equatorial Guinea    | 101.21
05.09.2008   | Gabon                | 101.21
05.09.2008   | IR Iran              | 101.21
05.09.2008   | Iraq                 | 101.21
05.09.2008   | Kuwait               | 101.21
05.09.2008   | Libya                | 101.21
05.09.2008   | Nigeria              | 101.21
05.09.2008   | United Arab Emirates | 101.21
05.09.2008   | Venezuela            | 101.21
05.09.2011   | Algeria              | 108.42
05.09.2011   | Angola               | 108.42
05.09.2011   | Congo                | 108.42
05.09.2011   | Equatorial Guinea    | 108.42
05.09.2011   | Gabon                | 108.42
05.09.2011   | IR Iran              | 108.42
05.09.2011   | Iraq                 | 108.42
05.09.2011   | Kuwait               | 108.42
05.09.2011   | Libya                | 108.42
05.09.2011   | Nigeria              | 108.42
05.09.2011   | United Arab Emirates | 108.42
05.09.2011   | Venezuela            | 108.42
05.09.2012   | Algeria              | 111.2
05.09.2012   | Angola               | 111.2
05.09.2012   | Congo                | 111.2
05.09.2012   | Equatorial Guinea    | 111.2
05.09.2012   | Gabon                | 111.2
05.09.2012   | IR Iran              | 111.2
05.09.2012   | Iraq                 | 111.2
05.09.2012   | Kuwait               | 111.2
05.09.2012   | Libya                | 111.2
05.09.2012   | Nigeria              | 111.2
05.09.2012   | United Arab Emirates | 111.2
05.09.2012   | Venezuela            | 111.2
05.09.2013   | Algeria              | 111.47
05.09.2013   | Angola               | 111.47
05.09.2013   | Congo                | 111.47
05.09.2013   | Equatorial Guinea    | 111.47
05.09.2013   | Gabon                | 111.47
05.09.2013   | IR Iran              | 111.47
05.09.2013   | Iraq                 | 111.47
05.09.2013   | Kuwait               | 111.47
05.09.2013   | Libya                | 111.47
05.09.2013   | Nigeria              | 111.47
05.09.2013   | United Arab Emirates | 111.47
05.09.2013   | Venezuela            | 111.47
05.09.2014   | Algeria              | 98.38
05.09.2014   | Angola               | 98.38
05.09.2014   | Congo                | 98.38
05.09.2014   | Equatorial Guinea    | 98.38
05.09.2014   | Gabon                | 98.38
05.09.2014   | IR Iran              | 98.38
05.09.2014   | Iraq                 | 98.38
05.09.2014   | Kuwait               | 98.38
05.09.2014   | Libya                | 98.38
05.09.2014   | Nigeria              | 98.38
05.09.2014   | United Arab Emirates | 98.38
05.09.2014   | Venezuela            | 98.38
05.09.2016   | Algeria              | 43.54
05.09.2016   | Angola               | 43.54
05.09.2016   | Congo                | 43.54
05.09.2016   | Equatorial Guinea    | 43.54
05.09.2016   | Gabon                | 43.54
05.09.2016   | IR Iran              | 43.54
05.09.2016   | Iraq                 | 43.54
05.09.2016   | Kuwait               | 43.54
05.09.2016   | Libya                | 43.54
05.09.2016   | Nigeria              | 43.54
05.09.2016   | United Arab Emirates | 43.54
05.09.2016   | Venezuela            | 43.54
05.09.2017   | Algeria              | 50.99
05.09.2017   | Angola               | 50.99
05.09.2017   | Congo                | 50.99
05.09.2017   | Equatorial Guinea    | 50.99
05.09.2017   | Gabon                | 50.99
05.09.2017   | IR Iran              | 50.99
05.09.2017   | Iraq                 | 50.99
05.09.2017   | Kuwait               | 50.99
05.09.2017   | Libya                | 50.99
05.09.2017   | Nigeria              | 50.99
05.09.2017   | United Arab Emirates | 50.99
05.09.2017   | Venezuela            | 50.99
05.09.2018   | Algeria              | 75.18
05.09.2018   | Angola               | 75.18
05.09.2018   | Congo                | 75.18
05.09.2018   | Equatorial Guinea    | 75.18
05.09.2018   | Gabon                | 75.18
05.09.2018   | IR Iran              | 75.18
05.09.2018   | Iraq                 | 75.18
05.09.2018   | Kuwait               | 75.18
05.09.2018   | Libya                | 75.18
05.09.2018   | Nigeria              | 75.18
05.09.2018   | United Arab Emirates | 75.18
05.09.2018   | Venezuela            | 75.18
05.09.2019   | Algeria              | 60.58
05.09.2019   | Angola               | 60.58
05.09.2019   | Congo                | 60.58
05.09.2019   | Equatorial Guinea    | 60.58
05.09.2019   | Gabon                | 60.58
05.09.2019   | IR Iran              | 60.58
05.09.2019   | Iraq                 | 60.58
05.09.2019   | Kuwait               | 60.58
05.09.2019   | Libya                | 60.58
05.09.2019   | Nigeria              | 60.58
05.09.2019   | United Arab Emirates | 60.58
05.09.2019   | Venezuela            | 60.58
05.09.2022   | Algeria              | 99.76
05.09.2022   | Angola               | 99.76
05.09.2022   | Congo                | 99.76
05.09.2022   | Equatorial Guinea    | 99.76
05.09.2022   | Gabon                | 99.76
05.09.2022   | IR Iran              | 99.76
05.09.2022   | Iraq                 | 99.76
05.09.2022   | Kuwait               | 99.76
05.09.2022   | Libya                | 99.76
05.09.2022   | Nigeria              | 99.76
05.09.2022   | United Arab Emirates | 99.76
05.09.2022   | Venezuela            | 99.76
05.10.2006   | Algeria              | 55.27
05.10.2006   | Angola               | 55.27
05.10.2006   | Congo                | 55.27
05.10.2006   | Equatorial Guinea    | 55.27
05.10.2006   | Gabon                | 55.27
05.10.2006   | IR Iran              | 55.27
05.10.2006   | Iraq                 | 55.27
05.10.2006   | Kuwait               | 55.27
05.10.2006   | Libya                | 55.27
05.10.2006   | Nigeria              | 55.27
05.10.2006   | United Arab Emirates | 55.27
05.10.2006   | Venezuela            | 55.27
05.10.2007   | Algeria              | 76.23
05.10.2007   | Angola               | 76.23
05.10.2007   | Congo                | 76.23
05.10.2007   | Equatorial Guinea    | 76.23
05.10.2007   | Gabon                | 76.23
05.10.2007   | IR Iran              | 76.23
05.10.2007   | Iraq                 | 76.23
05.10.2007   | Kuwait               | 76.23
05.10.2007   | Libya                | 76.23
05.10.2007   | Nigeria              | 76.23
05.10.2007   | United Arab Emirates | 76.23
05.10.2007   | Venezuela            | 76.23
05.10.2009   | Algeria              | 66.81
05.10.2009   | Angola               | 66.81
05.10.2009   | Congo                | 66.81
05.10.2009   | Equatorial Guinea    | 66.81
05.10.2009   | Gabon                | 66.81
05.10.2009   | IR Iran              | 66.81
05.10.2009   | Iraq                 | 66.81
05.10.2009   | Kuwait               | 66.81
05.10.2009   | Libya                | 66.81
05.10.2009   | Nigeria              | 66.81
05.10.2009   | United Arab Emirates | 66.81
05.10.2009   | Venezuela            | 66.81
05.10.2010   | Algeria              | 80.14
05.10.2010   | Angola               | 80.14
05.10.2010   | Congo                | 80.14
05.10.2010   | Equatorial Guinea    | 80.14
05.10.2010   | Gabon                | 80.14
05.10.2010   | IR Iran              | 80.14
05.10.2010   | Iraq                 | 80.14
05.10.2010   | Kuwait               | 80.14
05.10.2010   | Libya                | 80.14
05.10.2010   | Nigeria              | 80.14
05.10.2010   | United Arab Emirates | 80.14
05.10.2010   | Venezuela            | 80.14
05.10.2011   | Algeria              | 99.9
05.10.2011   | Angola               | 99.9
05.10.2011   | Congo                | 99.9
05.10.2011   | Equatorial Guinea    | 99.9
05.10.2011   | Gabon                | 99.9
05.10.2011   | IR Iran              | 99.9
05.10.2011   | Iraq                 | 99.9
05.10.2011   | Kuwait               | 99.9
05.10.2011   | Libya                | 99.9
05.10.2011   | Nigeria              | 99.9
05.10.2011   | United Arab Emirates | 99.9
05.10.2011   | Venezuela            | 99.9
05.10.2012   | Algeria              | 108.77
05.10.2012   | Angola               | 108.77
05.10.2012   | Congo                | 108.77
05.10.2012   | Equatorial Guinea    | 108.77
05.10.2012   | Gabon                | 108.77
05.10.2012   | IR Iran              | 108.77
05.10.2012   | Iraq                 | 108.77
05.10.2012   | Kuwait               | 108.77
05.10.2012   | Libya                | 108.77
05.10.2012   | Nigeria              | 108.77
05.10.2012   | United Arab Emirates | 108.77
05.10.2012   | Venezuela            | 108.77
05.10.2015   | Algeria              | 44.95
05.10.2015   | Angola               | 44.95
05.10.2015   | Congo                | 44.95
05.10.2015   | Equatorial Guinea    | 44.95
05.10.2015   | Gabon                | 44.95
05.10.2015   | IR Iran              | 44.95
05.10.2015   | Iraq                 | 44.95
05.10.2015   | Kuwait               | 44.95
05.10.2015   | Libya                | 44.95
05.10.2015   | Nigeria              | 44.95
05.10.2015   | United Arab Emirates | 44.95
05.10.2015   | Venezuela            | 44.95
05.10.2016   | Algeria              | 47.75
05.10.2016   | Angola               | 47.75
05.10.2016   | Congo                | 47.75
05.10.2016   | Equatorial Guinea    | 47.75
05.10.2016   | Gabon                | 47.75
05.10.2016   | IR Iran              | 47.75
05.10.2016   | Iraq                 | 47.75
05.10.2016   | Kuwait               | 47.75
05.10.2016   | Libya                | 47.75
05.10.2016   | Nigeria              | 47.75
05.10.2016   | United Arab Emirates | 47.75
05.10.2016   | Venezuela            | 47.75
05.10.2017   | Algeria              | 54.62
05.10.2017   | Angola               | 54.62
05.10.2017   | Congo                | 54.62
05.10.2017   | Equatorial Guinea    | 54.62
05.10.2017   | Gabon                | 54.62
05.10.2017   | IR Iran              | 54.62
05.10.2017   | Iraq                 | 54.62
05.10.2017   | Kuwait               | 54.62
05.10.2017   | Libya                | 54.62
05.10.2017   | Nigeria              | 54.62
05.10.2017   | United Arab Emirates | 54.62
05.10.2017   | Venezuela            | 54.62
05.10.2018   | Algeria              | 83.24
05.10.2018   | Angola               | 83.24
05.10.2018   | Congo                | 83.24
05.10.2018   | Equatorial Guinea    | 83.24
05.10.2018   | Gabon                | 83.24
05.10.2018   | IR Iran              | 83.24
05.10.2018   | Iraq                 | 83.24
05.10.2018   | Kuwait               | 83.24
05.10.2018   | Libya                | 83.24
05.10.2018   | Nigeria              | 83.24
05.10.2018   | United Arab Emirates | 83.24
05.10.2018   | Venezuela            | 83.24
05.10.2020   | Algeria              | 39.07
05.10.2020   | Angola               | 39.07
05.10.2020   | Congo                | 39.07
05.10.2020   | Equatorial Guinea    | 39.07
05.10.2020   | Gabon                | 39.07
05.10.2020   | IR Iran              | 39.07
05.10.2020   | Iraq                 | 39.07
05.10.2020   | Kuwait               | 39.07
05.10.2020   | Libya                | 39.07
05.10.2020   | Nigeria              | 39.07
05.10.2020   | United Arab Emirates | 39.07
05.10.2020   | Venezuela            | 39.07
05.10.2021   | Algeria              | 80.44
05.10.2021   | Angola               | 80.44
05.10.2021   | Congo                | 80.44
05.10.2021   | Equatorial Guinea    | 80.44
05.10.2021   | Gabon                | 80.44
05.10.2021   | IR Iran              | 80.44
05.10.2021   | Iraq                 | 80.44
05.10.2021   | Kuwait               | 80.44
