Дата         | Страна               | Курс доллара
18.11.2011   | Kuwait               | 29.824
18.11.2011   | Libya                | 29.824
18.11.2011   | Nigeria              | 29.824
18.11.2011   | United Arab Emirates | 29.824
18.11.2011   | Venezuela            | 29.824
18.11.2013   | Algeria              | 31.689
18.11.2013   | Angola               | 31.689
18.11.2013   | Congo                | 31.689
18.11.2013   | Equatorial Guinea    | 31.689
18.11.2013   | Gabon                | 31.689
18.11.2013   | IR Iran              | 31.689
18.11.2013   | Iraq                 | 31.689
18.11.2013   | Kuwait               | 31.689
18.11.2013   | Libya                | 31.689
18.11.2013   | Nigeria              | 31.689
18.11.2013   | United Arab Emirates | 31.689
18.11.2013   | Venezuela            | 31.689
18.11.2014   | Algeria              | 40.49
18.11.2014   | Angola               | 40.49
18.11.2014   | Congo                | 40.49
18.11.2014   | Equatorial Guinea    | 40.49
18.11.2014   | Gabon                | 40.49
18.11.2014   | IR Iran              | 40.49
18.11.2014   | Iraq                 | 40.49
18.11.2014   | Kuwait               | 40.49
18.11.2014   | Libya                | 40.49
18.11.2014   | Nigeria              | 40.49
18.11.2014   | United Arab Emirates | 40.49
18.11.2014   | Venezuela            | 40.49
18.11.2015   | Algeria              | 56.3876
18.11.2015   | Angola               | 56.3876
18.11.2015   | Congo                | 56.3876
18.11.2015   | Equatorial Guinea    | 56.3876
18.11.2015   | Gabon                | 56.3876
18.11.2015   | IR Iran              | 56.3876
18.11.2015   | Iraq                 | 56.3876
18.11.2015   | Kuwait               | 56.3876
18.11.2015   | Libya                | 56.3876
18.11.2015   | Nigeria              | 56.3876
18.11.2015   | United Arab Emirates | 56.3876
18.11.2015   | Venezuela            | 56.3876
18.11.2016   | Algeria              | 63.1094
18.11.2016   | Angola               | 63.1094
18.11.2016   | Congo                | 63.1094
18.11.2016   | Equatorial Guinea    | 63.1094
18.11.2016   | Gabon                | 63.1094
18.11.2016   | IR Iran              | 63.1094
18.11.2016   | Iraq                 | 63.1094
18.11.2016   | Kuwait               | 63.1094
18.11.2016   | Libya                | 63.1094
18.11.2016   | Nigeria              | 63.1094
18.11.2016   | United Arab Emirates | 63.1094
18.11.2016   | Venezuela            | 63.1094
18.11.2019   | Algeria              | 64.1328
18.11.2019   | Angola               | 64.1328
18.11.2019   | Congo                | 64.1328
18.11.2019   | Equatorial Guinea    | 64.1328
18.11.2019   | Gabon                | 64.1328
18.11.2019   | IR Iran              | 64.1328
18.11.2019   | Iraq                 | 64.1328
18.11.2019   | Kuwait               | 64.1328
18.11.2019   | Libya                | 64.1328
18.11.2019   | Nigeria              | 64.1328
18.11.2019   | United Arab Emirates | 64.1328
18.11.2019   | Venezuela            | 64.1328
18.11.2020   | Algeria              | 63.3759
18.11.2020   | Angola               | 63.3759
18.11.2020   | Congo                | 63.3759
18.11.2020   | Equatorial Guinea    | 63.3759
18.11.2020   | Gabon                | 63.3759
18.11.2020   | IR Iran              | 63.3759
18.11.2020   | Iraq                 | 63.3759
18.11.2020   | Kuwait               | 63.3759
18.11.2020   | Libya                | 63.3759
18.11.2020   | Nigeria              | 63.3759
18.11.2020   | United Arab Emirates | 63.3759
18.11.2020   | Venezuela            | 63.3759
18.11.2021   | Algeria              | 72.5446
18.11.2021   | Angola               | 72.5446
18.11.2021   | Congo                | 72.5446
18.11.2021   | Equatorial Guinea    | 72.5446
18.11.2021   | Gabon                | 72.5446
18.11.2021   | IR Iran              | 72.5446
18.11.2021   | Iraq                 | 72.5446
18.11.2021   | Kuwait               | 72.5446
18.11.2021   | Libya                | 72.5446
18.11.2021   | Nigeria              | 72.5446
18.11.2021   | United Arab Emirates | 72.5446
18.11.2021   | Venezuela            | 72.5446
18.11.2022   | Algeria              | 60.4025
18.11.2022   | Angola               | 60.4025
18.11.2022   | Congo                | 60.4025
18.11.2022   | Equatorial Guinea    | 60.4025
18.11.2022   | Gabon                | 60.4025
18.11.2022   | IR Iran              | 60.4025
18.11.2022   | Iraq                 | 60.4025
18.11.2022   | Kuwait               | 60.4025
18.11.2022   | Libya                | 60.4025
18.11.2022   | Nigeria              | 60.4025
18.11.2022   | United Arab Emirates | 60.4025
18.11.2022   | Venezuela            | 60.4025
18.12.2006   | Algeria              | 26.407
18.12.2006   | Angola               | 26.407
18.12.2006   | Congo                | 26.407
18.12.2006   | Equatorial Guinea    | 26.407
18.12.2006   | Gabon                | 26.407
18.12.2006   | IR Iran              | 26.407
18.12.2006   | Iraq                 | 26.407
18.12.2006   | Kuwait               | 26.407
18.12.2006   | Libya                | 26.407
18.12.2006   | Nigeria              | 26.407
18.12.2006   | United Arab Emirates | 26.407
18.12.2006   | Venezuela            | 26.407
18.12.2007   | Algeria              | 24.454
18.12.2007   | Angola               | 24.454
18.12.2007   | Congo                | 24.454
18.12.2007   | Equatorial Guinea    | 24.454
18.12.2007   | Gabon                | 24.454
18.12.2007   | IR Iran              | 24.454
18.12.2007   | Iraq                 | 24.454
18.12.2007   | Kuwait               | 24.454
18.12.2007   | Libya                | 24.454
18.12.2007   | Nigeria              | 24.454
18.12.2007   | United Arab Emirates | 24.454
18.12.2007   | Venezuela            | 24.454
18.12.2008   | Algeria              | 24.254
18.12.2008   | Angola               | 24.254
18.12.2008   | Congo                | 24.254
18.12.2008   | Equatorial Guinea    | 24.254
18.12.2008   | Gabon                | 24.254
18.12.2008   | IR Iran              | 24.254
18.12.2008   | Iraq                 | 24.254
18.12.2008   | Kuwait               | 24.254
18.12.2008   | Libya                | 24.254
18.12.2008   | Nigeria              | 24.254
18.12.2008   | United Arab Emirates | 24.254
18.12.2008   | Venezuela            | 24.254
18.12.2009   | Algeria              | 34.645
18.12.2009   | Angola               | 34.645
18.12.2009   | Congo                | 34.645
18.12.2009   | Equatorial Guinea    | 34.645
18.12.2009   | Gabon                | 34.645
18.12.2009   | IR Iran              | 34.645
18.12.2009   | Iraq                 | 34.645
18.12.2009   | Kuwait               | 34.645
18.12.2009   | Libya                | 34.645
18.12.2009   | Nigeria              | 34.645
18.12.2009   | United Arab Emirates | 34.645
18.12.2009   | Venezuela            | 34.645
18.12.2012   | Algeria              | 31.05
18.12.2012   | Angola               | 31.05
18.12.2012   | Congo                | 31.05
18.12.2012   | Equatorial Guinea    | 31.05
18.12.2012   | Gabon                | 31.05
18.12.2012   | IR Iran              | 31.05
18.12.2012   | Iraq                 | 31.05
18.12.2012   | Kuwait               | 31.05
18.12.2012   | Libya                | 31.05
18.12.2012   | Nigeria              | 31.05
18.12.2012   | United Arab Emirates | 31.05
18.12.2012   | Venezuela            | 31.05
18.12.2013   | Algeria              | 32.716
18.12.2013   | Angola               | 32.716
18.12.2013   | Congo                | 32.716
18.12.2013   | Equatorial Guinea    | 32.716
18.12.2013   | Gabon                | 32.716
18.12.2013   | IR Iran              | 32.716
18.12.2013   | Iraq                 | 32.716
18.12.2013   | Kuwait               | 32.716
18.12.2013   | Libya                | 32.716
18.12.2013   | Nigeria              | 32.716
18.12.2013   | United Arab Emirates | 32.716
18.12.2013   | Venezuela            | 32.716
18.12.2014   | Algeria              | 46.3543
18.12.2014   | Angola               | 46.3543
18.12.2014   | Congo                | 46.3543
18.12.2014   | Equatorial Guinea    | 46.3543
18.12.2014   | Gabon                | 46.3543
18.12.2014   | IR Iran              | 46.3543
18.12.2014   | Iraq                 | 46.3543
18.12.2014   | Kuwait               | 46.3543
18.12.2014   | Libya                | 46.3543
18.12.2014   | Nigeria              | 46.3543
18.12.2014   | United Arab Emirates | 46.3543
18.12.2014   | Venezuela            | 46.3543
18.12.2015   | Algeria              | 54.7913
18.12.2015   | Angola               | 54.7913
18.12.2015   | Congo                | 54.7913
18.12.2015   | Equatorial Guinea    | 54.7913
18.12.2015   | Gabon                | 54.7913
18.12.2015   | IR Iran              | 54.7913
18.12.2015   | Iraq                 | 54.7913
18.12.2015   | Kuwait               | 54.7913
18.12.2015   | Libya                | 54.7913
18.12.2015   | Nigeria              | 54.7913
18.12.2015   | United Arab Emirates | 54.7913
18.12.2015   | Venezuela            | 54.7913
18.12.2017   | Algeria              | 59.0623
18.12.2017   | Angola               | 59.0623
18.12.2017   | Congo                | 59.0623
18.12.2017   | Equatorial Guinea    | 59.0623
18.12.2017   | Gabon                | 59.0623
18.12.2017   | IR Iran              | 59.0623
18.12.2017   | Iraq                 | 59.0623
18.12.2017   | Kuwait               | 59.0623
18.12.2017   | Libya                | 59.0623
18.12.2017   | Nigeria              | 59.0623
18.12.2017   | United Arab Emirates | 59.0623
18.12.2017   | Venezuela            | 59.0623
18.12.2018   | Algeria              | 67.0611
18.12.2018   | Angola               | 67.0611
18.12.2018   | Congo                | 67.0611
18.12.2018   | Equatorial Guinea    | 67.0611
18.12.2018   | Gabon                | 67.0611
18.12.2018   | IR Iran              | 67.0611
18.12.2018   | Iraq                 | 67.0611
18.12.2018   | Kuwait               | 67.0611
18.12.2018   | Libya                | 67.0611
18.12.2018   | Nigeria              | 67.0611
18.12.2018   | United Arab Emirates | 67.0611
18.12.2018   | Venezuela            | 67.0611
18.12.2019   | Algeria              | 64.0735
18.12.2019   | Angola               | 64.0735
18.12.2019   | Congo                | 64.0735
18.12.2019   | Equatorial Guinea    | 64.0735
18.12.2019   | Gabon                | 64.0735
18.12.2019   | IR Iran              | 64.0735
18.12.2019   | Iraq                 | 64.0735
18.12.2019   | Kuwait               | 64.0735
18.12.2019   | Libya                | 64.0735
18.12.2019   | Nigeria              | 64.0735
18.12.2019   | United Arab Emirates | 64.0735
18.12.2019   | Venezuela            | 64.0735
18.12.2020   | Algeria              | 73.7116
18.12.2020   | Angola               | 73.7116
18.12.2020   | Congo                | 73.7116
18.12.2020   | Equatorial Guinea    | 73.7116
18.12.2020   | Gabon                | 73.7116
18.12.2020   | IR Iran              | 73.7116
18.12.2020   | Iraq                 | 73.7116
18.12.2020   | Kuwait               | 73.7116
18.12.2020   | Libya                | 73.7116
18.12.2020   | Nigeria              | 73.7116
18.12.2020   | United Arab Emirates | 73.7116
18.12.2020   | Venezuela            | 73.7116
19.01.2006   | Algeria              | 28.245
19.01.2006   | Angola               | 28.245
19.01.2006   | Congo                | 28.245
19.01.2006   | Equatorial Guinea    | 28.245
19.01.2006   | Gabon                | 28.245
19.01.2006   | IR Iran              | 28.245
19.01.2006   | Iraq                 | 28.245
19.01.2006   | Kuwait               | 28.245
19.01.2006   | Libya                | 28.245
19.01.2006   | Nigeria              | 28.245
19.01.2006   | United Arab Emirates | 28.245
19.01.2006   | Venezuela            | 28.245
19.01.2007   | Algeria              | 26.53
19.01.2007   | Angola               | 26.53
19.01.2007   | Congo                | 26.53
19.01.2007   | Equatorial Guinea    | 26.53
19.01.2007   | Gabon                | 26.53
19.01.2007   | IR Iran              | 26.53
19.01.2007   | Iraq                 | 26.53
19.01.2007   | Kuwait               | 26.53
19.01.2007   | Libya                | 26.53
19.01.2007   | Nigeria              | 26.53
19.01.2007   | United Arab Emirates | 26.53
19.01.2007   | Venezuela            | 26.53
19.01.2009   | Algeria              | 33.063
19.01.2009   | Angola               | 33.063
19.01.2009   | Congo                | 33.063
19.01.2009   | Equatorial Guinea    | 33.063
19.01.2009   | Gabon                | 33.063
19.01.2009   | IR Iran              | 33.063
19.01.2009   | Iraq                 | 33.063
19.01.2009   | Kuwait               | 33.063
19.01.2009   | Libya                | 33.063
19.01.2009   | Nigeria              | 33.063
19.01.2009   | United Arab Emirates | 33.063
19.01.2009   | Venezuela            | 33.063
19.01.2010   | Algeria              | 30.1
19.01.2010   | Angola               | 30.1
19.01.2010   | Congo                | 30.1
19.01.2010   | Equatorial Guinea    | 30.1
19.01.2010   | Gabon                | 30.1
19.01.2010   | IR Iran              | 30.1
19.01.2010   | Iraq                 | 30.1
19.01.2010   | Kuwait               | 30.1
19.01.2010   | Libya                | 30.1
19.01.2010   | Nigeria              | 30.1
19.01.2010   | United Arab Emirates | 30.1
19.01.2010   | Venezuela            | 30.1
19.01.2011   | Algeria              | 30.5623
19.01.2011   | Angola               | 30.5623
19.01.2011   | Congo                | 30.5623
19.01.2011   | Equatorial Guinea    | 30.5623
19.01.2011   | Gabon                | 30.5623
19.01.2011   | IR Iran              | 30.5623
19.01.2011   | Iraq                 | 30.5623
19.01.2011   | Kuwait               | 30.5623
19.01.2011   | Libya                | 30.5623
19.01.2011   | Nigeria              | 30.5623
19.01.2011   | United Arab Emirates | 30.5623
19.01.2011   | Venezuela            | 30.5623
19.01.2012   | Algeria              | 31.412
19.01.2012   | Angola               | 31.412
19.01.2012   | Congo                | 31.412
19.01.2012   | Equatorial Guinea    | 31.412
19.01.2012   | Gabon                | 31.412
19.01.2012   | IR Iran              | 31.412
19.01.2012   | Iraq                 | 31.412
19.01.2012   | Kuwait               | 31.412
19.01.2012   | Libya                | 31.412
19.01.2012   | Nigeria              | 31.412
19.01.2012   | United Arab Emirates | 31.412
19.01.2012   | Venezuela            | 31.412
19.01.2015   | Algeria              | 37.8805
19.01.2015   | Angola               | 37.8805
19.01.2015   | Congo                | 37.8805
19.01.2015   | Equatorial Guinea    | 37.8805
19.01.2015   | Gabon                | 37.8805
19.01.2015   | IR Iran              | 37.8805
19.01.2015   | Iraq                 | 37.8805
19.01.2015   | Kuwait               | 37.8805
19.01.2015   | Libya                | 37.8805
19.01.2015   | Nigeria              | 37.8805
19.01.2015   | United Arab Emirates | 37.8805
19.01.2015   | Venezuela            | 37.8805
19.01.2016   | Algeria              | 49.9501
19.01.2016   | Angola               | 49.9501
19.01.2016   | Congo                | 49.9501
19.01.2016   | Equatorial Guinea    | 49.9501
19.01.2016   | Gabon                | 49.9501
19.01.2016   | IR Iran              | 49.9501
19.01.2016   | Iraq                 | 49.9501
19.01.2016   | Kuwait               | 49.9501
19.01.2016   | Libya                | 49.9501
19.01.2016   | Nigeria              | 49.9501
19.01.2016   | United Arab Emirates | 49.9501
19.01.2016   | Venezuela            | 49.9501
19.01.2017   | Algeria              | 60.6029
19.01.2017   | Angola               | 60.6029
19.01.2017   | Congo                | 60.6029
19.01.2017   | Equatorial Guinea    | 60.6029
19.01.2017   | Gabon                | 60.6029
19.01.2017   | IR Iran              | 60.6029
19.01.2017   | Iraq                 | 60.6029
19.01.2017   | Kuwait               | 60.6029
19.01.2017   | Libya                | 60.6029
19.01.2017   | Nigeria              | 60.6029
19.01.2017   | United Arab Emirates | 60.6029
19.01.2017   | Venezuela            | 60.6029
19.01.2018   | Algeria              | 58.7035
19.01.2018   | Angola               | 58.7035
19.01.2018   | Congo                | 58.7035
19.01.2018   | Equatorial Guinea    | 58.7035
19.01.2018   | Gabon                | 58.7035
19.01.2018   | IR Iran              | 58.7035
19.01.2018   | Iraq                 | 58.7035
19.01.2018   | Kuwait               | 58.7035
19.01.2018   | Libya                | 58.7035
19.01.2018   | Nigeria              | 58.7035
19.01.2018   | United Arab Emirates | 58.7035
19.01.2018   | Venezuela            | 58.7035
19.01.2021   | Algeria              | 73.4087
19.01.2021   | Angola               | 73.4087
19.01.2021   | Congo                | 73.4087
19.01.2021   | Equatorial Guinea    | 73.4087
19.01.2021   | Gabon                | 73.4087
19.01.2021   | IR Iran              | 73.4087
19.01.2021   | Iraq                 | 73.4087
19.01.2021   | Kuwait               | 73.4087
19.01.2021   | Libya                | 73.4087
19.01.2021   | Nigeria              | 73.4087
19.01.2021   | United Arab Emirates | 73.4087
19.01.2021   | Venezuela            | 73.4087
19.01.2022   | Algeria              | 76.2755
19.01.2022   | Angola               | 76.2755
19.01.2022   | Congo                | 76.2755
19.01.2022   | Equatorial Guinea    | 76.2755
19.01.2022   | Gabon                | 76.2755
19.01.2022   | IR Iran              | 76.2755
19.01.2022   | Iraq                 | 76.2755
19.01.2022   | Kuwait               | 76.2755
19.01.2022   | Libya                | 76.2755
19.01.2022   | Nigeria              | 76.2755
19.01.2022   | United Arab Emirates | 76.2755
19.01.2022   | Venezuela            | 76.2755
19.02.2007   | Algeria              | 26.235
19.02.2007   | Angola               | 26.235
19.02.2007   | Congo                | 26.235
19.02.2007   | Equatorial Guinea    | 26.235
19.02.2007   | Gabon                | 26.235
19.02.2007   | IR Iran              | 26.235
19.02.2007   | Iraq                 | 26.235
19.02.2007   | Kuwait               | 26.235
19.02.2007   | Libya                | 26.235
19.02.2007   | Nigeria              | 26.235
19.02.2007   | United Arab Emirates | 26.235
19.02.2007   | Venezuela            | 26.235
19.02.2008   | Algeria              | 25.925
19.02.2008   | Angola               | 25.925
19.02.2008   | Congo                | 25.925
19.02.2008   | Equatorial Guinea    | 25.925
19.02.2008   | Gabon                | 25.925
19.02.2008   | IR Iran              | 25.925
19.02.2008   | Iraq                 | 25.925
19.02.2008   | Kuwait               | 25.925
19.02.2008   | Libya                | 25.925
19.02.2008   | Nigeria              | 25.925
19.02.2008   | United Arab Emirates | 25.925
19.02.2008   | Venezuela            | 25.925
19.02.2009   | Algeria              | 33.394
19.02.2009   | Angola               | 33.394
19.02.2009   | Congo                | 33.394
19.02.2009   | Equatorial Guinea    | 33.394
19.02.2009   | Gabon                | 33.394
19.02.2009   | IR Iran              | 33.394
19.02.2009   | Iraq                 | 33.394
19.02.2009   | Kuwait               | 33.394
19.02.2009   | Libya                | 33.394
19.02.2009   | Nigeria              | 33.394
19.02.2009   | United Arab Emirates | 33.394
19.02.2009   | Venezuela            | 33.394
19.02.2010   | Algeria              | 30.3679
19.02.2010   | Angola               | 30.3679
19.02.2010   | Congo                | 30.3679
19.02.2010   | Equatorial Guinea    | 30.3679
19.02.2010   | Gabon                | 30.3679
19.02.2010   | IR Iran              | 30.3679
19.02.2010   | Iraq                 | 30.3679
19.02.2010   | Kuwait               | 30.3679
19.02.2010   | Libya                | 30.3679
19.02.2010   | Nigeria              | 30.3679
19.02.2010   | United Arab Emirates | 30.3679
19.02.2010   | Venezuela            | 30.3679
19.02.2013   | Algeria              | 30.24
19.02.2013   | Angola               | 30.24
19.02.2013   | Congo                | 30.24
19.02.2013   | Equatorial Guinea    | 30.24
19.02.2013   | Gabon                | 30.24
19.02.2013   | IR Iran              | 30.24
19.02.2013   | Iraq                 | 30.24
19.02.2013   | Kuwait               | 30.24
19.02.2013   | Libya                | 30.24
19.02.2013   | Nigeria              | 30.24
19.02.2013   | United Arab Emirates | 30.24
19.02.2013   | Venezuela            | 30.24
19.02.2014   | Algeria              | 33.416
19.02.2014   | Angola               | 33.416
19.02.2014   | Congo                | 33.416
19.02.2014   | Equatorial Guinea    | 33.416
19.02.2014   | Gabon                | 33.416
19.02.2014   | IR Iran              | 33.416
19.02.2014   | Iraq                 | 33.416
19.02.2014   | Kuwait               | 33.416
19.02.2014   | Libya                | 33.416
19.02.2014   | Nigeria              | 33.416
19.02.2014   | United Arab Emirates | 33.416
19.02.2014   | Venezuela            | 33.416
19.02.2015   | Algeria              | 66.6126
19.02.2015   | Angola               | 66.6126
19.02.2015   | Congo                | 66.6126
19.02.2015   | Equatorial Guinea    | 66.6126
19.02.2015   | Gabon                | 66.6126
19.02.2015   | IR Iran              | 66.6126
19.02.2015   | Iraq                 | 66.6126
19.02.2015   | Kuwait               | 66.6126
19.02.2015   | Libya                | 66.6126
19.02.2015   | Nigeria              | 66.6126
19.02.2015   | United Arab Emirates | 66.6126
19.02.2015   | Venezuela            | 66.6126
19.02.2016   | Algeria              | 67.1015
19.02.2016   | Angola               | 67.1015
19.02.2016   | Congo                | 67.1015
19.02.2016   | Equatorial Guinea    | 67.1015
19.02.2016   | Gabon                | 67.1015
19.02.2016   | IR Iran              | 67.1015
19.02.2016   | Iraq                 | 67.1015
19.02.2016   | Kuwait               | 67.1015
19.02.2016   | Libya                | 67.1015
19.02.2016   | Nigeria              | 67.1015
19.02.2016   | United Arab Emirates | 67.1015
19.02.2016   | Venezuela            | 67.1015
19.02.2018   | Algeria              | 56.178
19.02.2018   | Angola               | 56.178
19.02.2018   | Congo                | 56.178
19.02.2018   | Equatorial Guinea    | 56.178
19.02.2018   | Gabon                | 56.178
19.02.2018   | IR Iran              | 56.178
19.02.2018   | Iraq                 | 56.178
19.02.2018   | Kuwait               | 56.178
19.02.2018   | Libya                | 56.178
19.02.2018   | Nigeria              | 56.178
19.02.2018   | United Arab Emirates | 56.178
19.02.2018   | Venezuela            | 56.178
19.02.2019   | Algeria              | 65.7634
19.02.2019   | Angola               | 65.7634
19.02.2019   | Congo                | 65.7634
19.02.2019   | Equatorial Guinea    | 65.7634
19.02.2019   | Gabon                | 65.7634
19.02.2019   | IR Iran              | 65.7634
19.02.2019   | Iraq                 | 65.7634
19.02.2019   | Kuwait               | 65.7634
19.02.2019   | Libya                | 65.7634
19.02.2019   | Nigeria              | 65.7634
19.02.2019   | United Arab Emirates | 65.7634
19.02.2019   | Venezuela            | 65.7634
19.02.2020   | Algeria              | 77.2349
19.02.2020   | Angola               | 77.2349
19.02.2020   | Congo                | 77.2349
19.02.2020   | Equatorial Guinea    | 77.2349
19.02.2020   | Gabon                | 77.2349
19.02.2020   | IR Iran              | 77.2349
19.02.2020   | Iraq                 | 77.2349
19.02.2020   | Kuwait               | 77.2349
19.02.2020   | Libya                | 77.2349
19.02.2020   | Nigeria              | 77.2349
19.02.2020   | United Arab Emirates | 77.2349
19.02.2020   | Venezuela            | 77.2349
19.02.2021   | Algeria              | 73.0467
19.02.2021   | Angola               | 73.0467
19.02.2021   | Congo                | 73.0467
19.02.2021   | Equatorial Guinea    | 73.0467
19.02.2021   | Gabon                | 73.0467
19.02.2021   | IR Iran              | 73.0467
19.02.2021   | Iraq                 | 73.0467
19.02.2021   | Kuwait               | 73.0467
19.02.2021   | Libya                | 73.0467
19.02.2021   | Nigeria              | 73.0467
19.02.2021   | United Arab Emirates | 73.0467
19.02.2021   | Venezuela            | 73.0467
19.03.2007   | Algeria              | 26.122
19.03.2007   | Angola               | 26.122
19.03.2007   | Congo                | 26.122
19.03.2007   | Equatorial Guinea    | 26.122
19.03.2007   | Gabon                | 26.122
19.03.2007   | IR Iran              | 26.122
19.03.2007   | Iraq                 | 26.122
19.03.2007   | Kuwait               | 26.122
19.03.2007   | Libya                | 26.122
19.03.2007   | Nigeria              | 26.122
19.03.2007   | United Arab Emirates | 26.122
19.03.2007   | Venezuela            | 26.122
19.03.2008   | Algeria              | 25.98
19.03.2008   | Angola               | 25.98
19.03.2008   | Congo                | 25.98
19.03.2008   | Equatorial Guinea    | 25.98
19.03.2008   | Gabon                | 25.98
19.03.2008   | IR Iran              | 25.98
19.03.2008   | Iraq                 | 25.98
19.03.2008   | Kuwait               | 25.98
19.03.2008   | Libya                | 25.98
19.03.2008   | Nigeria              | 25.98
19.03.2008   | United Arab Emirates | 25.98
19.03.2008   | Venezuela            | 25.98
19.03.2009   | Algeria              | 33.308
19.03.2009   | Angola               | 33.308
19.03.2009   | Congo                | 33.308
19.03.2009   | Equatorial Guinea    | 33.308
19.03.2009   | Gabon                | 33.308
19.03.2009   | IR Iran              | 33.308
19.03.2009   | Iraq                 | 33.308
19.03.2009   | Kuwait               | 33.308
19.03.2009   | Libya                | 33.308
19.03.2009   | Nigeria              | 33.308
19.03.2009   | United Arab Emirates | 33.308
19.03.2009   | Venezuela            | 33.308
19.03.2010   | Algeria              | 29.9945
19.03.2010   | Angola               | 29.9945
19.03.2010   | Congo                | 29.9945
19.03.2010   | Equatorial Guinea    | 29.9945
19.03.2010   | Gabon                | 29.9945
19.03.2010   | IR Iran              | 29.9945
19.03.2010   | Iraq                 | 29.9945
19.03.2010   | Kuwait               | 29.9945
19.03.2010   | Libya                | 29.9945
19.03.2010   | Nigeria              | 29.9945
19.03.2010   | United Arab Emirates | 29.9945
19.03.2010   | Venezuela            | 29.9945
19.03.2012   | Algeria              | 29.1215
19.03.2012   | Angola               | 29.1215
19.03.2012   | Congo                | 29.1215
19.03.2012   | Equatorial Guinea    | 29.1215
19.03.2012   | Gabon                | 29.1215
19.03.2012   | IR Iran              | 29.1215
19.03.2012   | Iraq                 | 29.1215
19.03.2012   | Kuwait               | 29.1215
19.03.2012   | Libya                | 29.1215
19.03.2012   | Nigeria              | 29.1215
19.03.2012   | United Arab Emirates | 29.1215
19.03.2012   | Venezuela            | 29.1215
19.03.2013   | Algeria              | 30.09
19.03.2013   | Angola               | 30.09
19.03.2013   | Congo                | 30.09
19.03.2013   | Equatorial Guinea    | 30.09
19.03.2013   | Gabon                | 30.09
19.03.2013   | IR Iran              | 30.09
19.03.2013   | Iraq                 | 30.09
19.03.2013   | Kuwait               | 30.09
19.03.2013   | Libya                | 30.09
19.03.2013   | Nigeria              | 30.09
19.03.2013   | United Arab Emirates | 30.09
19.03.2013   | Venezuela            | 30.09
19.03.2014   | Algeria              | 35.083
19.03.2014   | Angola               | 35.083
19.03.2014   | Congo                | 35.083
19.03.2014   | Equatorial Guinea    | 35.083
19.03.2014   | Gabon                | 35.083
19.03.2014   | IR Iran              | 35.083
19.03.2014   | Iraq                 | 35.083
19.03.2014   | Kuwait               | 35.083
19.03.2014   | Libya                | 35.083
19.03.2014   | Nigeria              | 35.083
19.03.2014   | United Arab Emirates | 35.083
19.03.2014   | Venezuela            | 35.083
19.03.2015   | Algeria              | 55.5334
19.03.2015   | Angola               | 55.5334
19.03.2015   | Congo                | 55.5334
19.03.2015   | Equatorial Guinea    | 55.5334
19.03.2015   | Gabon                | 55.5334
19.03.2015   | IR Iran              | 55.5334
19.03.2015   | Iraq                 | 55.5334
19.03.2015   | Kuwait               | 55.5334
19.03.2015   | Libya                | 55.5334
19.03.2015   | Nigeria              | 55.5334
19.03.2015   | United Arab Emirates | 55.5334
19.03.2015   | Venezuela            | 55.5334
19.03.2018   | Algeria              | 56.7495
19.03.2018   | Angola               | 56.7495
19.03.2018   | Congo                | 56.7495
19.03.2018   | Equatorial Guinea    | 56.7495
19.03.2018   | Gabon                | 56.7495
19.03.2018   | IR Iran              | 56.7495
19.03.2018   | Iraq                 | 56.7495
19.03.2018   | Kuwait               | 56.7495
19.03.2018   | Libya                | 56.7495
19.03.2018   | Nigeria              | 56.7495
19.03.2018   | United Arab Emirates | 56.7495
19.03.2018   | Venezuela            | 56.7495
19.03.2019   | Algeria              | 65.3869
19.03.2019   | Angola               | 65.3869
19.03.2019   | Congo                | 65.3869
19.03.2019   | Equatorial Guinea    | 65.3869
19.03.2019   | Gabon                | 65.3869
19.03.2019   | IR Iran              | 65.3869
19.03.2019   | Iraq                 | 65.3869
19.03.2019   | Kuwait               | 65.3869
19.03.2019   | Libya                | 65.3869
19.03.2019   | Nigeria              | 65.3869
19.03.2019   | United Arab Emirates | 65.3869
19.03.2019   | Venezuela            | 65.3869
19.03.2020   | Algeria              | 76.4918
19.03.2020   | Angola               | 76.4918
19.03.2020   | Congo                | 76.4918
19.03.2020   | Equatorial Guinea    | 76.4918
19.03.2020   | Gabon                | 76.4918
19.03.2020   | IR Iran              | 76.4918
19.03.2020   | Iraq                 | 76.4918
19.03.2020   | Kuwait               | 76.4918
19.03.2020   | Libya                | 76.4918
19.03.2020   | Nigeria              | 76.4918
19.03.2020   | United Arab Emirates | 76.4918
19.03.2020   | Venezuela            | 76.4918
19.03.2021   | Algeria              | 73.9072
19.03.2021   | Angola               | 73.9072
19.03.2021   | Congo                | 73.9072
19.03.2021   | Equatorial Guinea    | 73.9072
19.03.2021   | Gabon                | 73.9072
19.03.2021   | IR Iran              | 73.9072
19.03.2021   | Iraq                 | 73.9072
19.03.2021   | Kuwait               | 73.9072
19.03.2021   | Libya                | 73.9072
19.03.2021   | Nigeria              | 73.9072
19.03.2021   | United Arab Emirates | 73.9072
19.03.2021   | Venezuela            | 73.9072
19.04.2006   | Algeria              | 27.524
19.04.2006   | Angola               | 27.524
19.04.2006   | Congo                | 27.524
19.04.2006   | Equatorial Guinea    | 27.524
19.04.2006   | Gabon                | 27.524
19.04.2006   | IR Iran              | 27.524
19.04.2006   | Iraq                 | 27.524
19.04.2006   | Kuwait               | 27.524
